P1_start,P2_start,Path,P1_win,P2_win
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,10,5
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2,0,9
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2,4,0
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2,12,15
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1,9,9
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1,3,6
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2,3,0
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 3,0,4
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3,15,23
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1,6,10
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1,4,4
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 2,3,9
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 2 -> Player 2 1,3,3
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 3,0,4
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 4,3,0
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2,67,56
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1,38,28
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1,34,23
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1,13,11
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,4,8
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2,12,6
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1,3,6
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 3,6,0
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 2,0,3
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2,18,15
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1,14,13
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1,9,9
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1,3,6
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 2,3,0
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 2,0,2
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 3,9,9
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 3 -> Player 1 1,5,7
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 1,3,3
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 3 -> Player 1 2,0,2
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 4,2,0
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 3,21,13
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 1,7,5
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 1 -> Player 1 1,3,3
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 2,6,2
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 2 -> Player 1 1,2,2
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 3,6,2
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 3 -> Player 1 1,2,2
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 3 -> Player 2 4,2,0
"(1,4)","(1,4)",Player 1 1 -> Player 2 1 -> Player 1 4,0,2
"(1,4)","(1,4)",Player 1 1 -> Player 2 2,75,108
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1,47,75
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1,42,58
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1,27,36
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,21,30
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,13,17
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,10,5
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2,0,9
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2,4,0
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2,12,15
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1,9,9
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1,3,6
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2,3,0
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 3,0,4
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2,4,15
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 1,1,7
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1,0,4
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 2,0,6
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1,0,3
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 3,0,2
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 2,19,25
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1,16,17
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1,14,13
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1,9,9
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,3,6
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2,3,0
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 2,0,2
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2,3,6
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2 -> Player 1 1,1,5
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1,0,3
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 2 -> Player 1 2,0,1
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 3,7,7
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 3 -> Player 2 1,4,4
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 3 -> Player 2 1 -> Player 1 1,2,2
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 3 -> Player 2 2,3,1
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 3 -> Player 2 2 -> Player 1 1,1,1
"(1,4)","(1,4)",Player 1 1 -> Player 2 2 -> Player 1 4,0,1
"(1,4)","(1,4)",Player 1 1 -> Player 2 3,26,48
"(1,4)","(1,4)",Player 1 1 -> Player 2 3 -> Player 1 1,13,28
"(1,4)","(1,4)",Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1,12,26
"(1,4)","(1,4)",Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 1,6,10
"(1,4)","(1,4)",Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,4,4
"(1,4)","(1,4)",Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 2,3,9
"(1,4)","(1,4)",Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1,3,3
"(1,4)","(1,4)",Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 3,0,4
"(1,4)","(1,4)",Player 1 1 -> Player 2 3 -> Player 1 2,7,13
"(1,4)","(1,4)",Player 1 1 -> Player 2 3 -> Player 1 2 -> Player 2 1,7,11
"(1,4)","(1,4)",Player 1 1 -> Player 2 3 -> Player 1 2 -> Player 2 1 -> Player 1 1,5,7
"(1,4)","(1,4)",Player 1 1 -> Player 2 3 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1,3,3
"(1,4)","(1,4)",Player 1 1 -> Player 2 3 -> Player 1 2 -> Player 2 1 -> Player 1 2,0,2
"(1,4)","(1,4)",Player 1 1 -> Player 2 3 -> Player 1 3,4,6
"(1,4)","(1,4)",Player 1 1 -> Player 2 3 -> Player 1 3 -> Player 2 1,4,4
"(1,4)","(1,4)",Player 1 1 -> Player 2 3 -> Player 1 3 -> Player 2 1 -> Player 1 1,2,2
"(1,4)","(1,4)",Player 1 1 -> Player 2 3 -> Player 1 4,0,1
"(1,4)","(1,4)",Player 1 1 -> Player 2 4,3,14
"(1,4)","(1,4)",Player 1 1 -> Player 2 4 -> Player 1 1,1,5
"(1,4)","(1,4)",Player 1 1 -> Player 2 4 -> Player 1 1 -> Player 2 1,0,3
"(1,4)","(1,4)",Player 1 1 -> Player 2 4 -> Player 1 2,0,4
"(1,4)","(1,4)",Player 1 1 -> Player 2 4 -> Player 1 2 -> Player 2 1,0,2
"(1,4)","(1,4)",Player 1 1 -> Player 2 4 -> Player 1 3,0,4
"(1,4)","(1,4)",Player 1 1 -> Player 2 4 -> Player 1 3 -> Player 2 1,0,2
"(1,4)","(1,4)",Player 1 1 -> Player 2 4 -> Player 1 4,0,1
"(1,4)","(1,4)",Player 1 2,124,104
"(1,4)","(1,4)",Player 1 2 -> Player 2 1,84,58
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1,69,54
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1,38,28
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,34,23
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,13,11
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,4,8
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2,12,6
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1,3,6
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3,6,0
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2,0,3
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2,18,15
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1,14,13
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1,9,9
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1,3,6
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 2,3,0
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2,0,2
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 3,9,9
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1,5,7
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1,3,3
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 2,0,2
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 4,2,0
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 2,14,3
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 2 -> Player 2 1,5,1
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1,3,0
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 2 -> Player 2 2,4,0
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1,2,0
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 2 -> Player 2 3,4,0
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 2 -> Player 2 3 -> Player 1 1,2,0
"(1,4)","(1,4)",Player 1 2 -> Player 2 1 -> Player 1 2 -> Player 2 4,1,0
"(1,4)","(1,4)",Player 1 2 -> Player 2 2,26,26
"(1,4)","(1,4)",Player 1 2 -> Player 2 2 -> Player 1 1,20,24
"(1,4)","(1,4)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1,16,17
"(1,4)","(1,4)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1,14,13
"(1,4)","(1,4)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,9,9
"(1,4)","(1,4)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,3,6
"(1,4)","(1,4)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2,3,0
"(1,4)","(1,4)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2,0,2
"(1,4)","(1,4)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 2,3,6
"(1,4)","(1,4)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 1,1,5
"(1,4)","(1,4)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1,0,3
"(1,4)","(1,4)",Player 1 2 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 2,0,1
"(1,4)","(1,4)",Player 1 2 -> Player 2 2 -> Player 1 2,5,2
"(1,4)","(1,4)",Player 1 2 -> Player 2 2 -> Player 1 2 -> Player 2 1,3,1
"(1,4)","(1,4)",Player 1 2 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1,2,0
"(1,4)","(1,4)",Player 1 2 -> Player 2 2 -> Player 1 2 -> Player 2 2,2,0
"(1,4)","(1,4)",Player 1 2 -> Player 2 2 -> Player 1 2 -> Player 2 2 -> Player 1 1,1,0
"(1,4)","(1,4)",Player 1 2 -> Player 2 3,12,14
"(1,4)","(1,4)",Player 1 2 -> Player 2 3 -> Player 1 1,8,12
"(1,4)","(1,4)",Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 1,7,11
"(1,4)","(1,4)",Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 1,5,7
"(1,4)","(1,4)",Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,3,3
"(1,4)","(1,4)",Player 1 2 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 2,0,2
"(1,4)","(1,4)",Player 1 2 -> Player 2 3 -> Player 1 2,3,2
"(1,4)","(1,4)",Player 1 2 -> Player 2 3 -> Player 1 2 -> Player 2 1,3,1
"(1,4)","(1,4)",Player 1 2 -> Player 2 3 -> Player 1 2 -> Player 2 1 -> Player 1 1,2,0
"(1,4)","(1,4)",Player 1 2 -> Player 2 4,2,5
"(1,4)","(1,4)",Player 1 2 -> Player 2 4 -> Player 1 1,1,3
"(1,4)","(1,4)",Player 1 2 -> Player 2 4 -> Player 1 1 -> Player 2 1,0,2
"(1,4)","(1,4)",Player 1 2 -> Player 2 4 -> Player 1 2,0,2
"(1,4)","(1,4)",Player 1 2 -> Player 2 4 -> Player 1 2 -> Player 2 1,0,1
"(1,4)","(1,4)",Player 1 3,41,27
"(1,4)","(1,4)",Player 1 3 -> Player 2 1,24,12
"(1,4)","(1,4)",Player 1 3 -> Player 2 1 -> Player 1 1,23,11
"(1,4)","(1,4)",Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 1,7,5
"(1,4)","(1,4)",Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,3,3
"(1,4)","(1,4)",Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 2,6,2
"(1,4)","(1,4)",Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1,2,2
"(1,4)","(1,4)",Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 3,6,2
"(1,4)","(1,4)",Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1,2,2
"(1,4)","(1,4)",Player 1 3 -> Player 2 1 -> Player 1 1 -> Player 2 4,2,0
"(1,4)","(1,4)",Player 1 3 -> Player 2 2,9,6
"(1,4)","(1,4)",Player 1 3 -> Player 2 2 -> Player 1 1,8,6
"(1,4)","(1,4)",Player 1 3 -> Player 2 2 -> Player 1 1 -> Player 2 1,4,4
"(1,4)","(1,4)",Player 1 3 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1,2,2
"(1,4)","(1,4)",Player 1 3 -> Player 2 2 -> Player 1 1 -> Player 2 2,3,1
"(1,4)","(1,4)",Player 1 3 -> Player 2 2 -> Player 1 1 -> Player 2 2 -> Player 1 1,1,1
"(1,4)","(1,4)",Player 1 3 -> Player 2 3,6,5
"(1,4)","(1,4)",Player 1 3 -> Player 2 3 -> Player 1 1,5,5
"(1,4)","(1,4)",Player 1 3 -> Player 2 3 -> Player 1 1 -> Player 2 1,4,4
"(1,4)","(1,4)",Player 1 3 -> Player 2 3 -> Player 1 1 -> Player 2 1 -> Player 1 1,2,2
"(1,4)","(1,4)",Player 1 3 -> Player 2 4,2,3
"(1,4)","(1,4)",Player 1 3 -> Player 2 4 -> Player 1 1,1,3
"(1,4)","(1,4)",Player 1 3 -> Player 2 4 -> Player 1 1 -> Player 2 1,0,2
"(1,4)","(1,4)",Player 1 4,9,2
"(1,4)","(1,4)",Player 1 4 -> Player 2 1,3,1
"(1,4)","(1,4)",Player 1 4 -> Player 2 1 -> Player 1 1,2,0
"(1,4)","(1,4)",Player 1 4 -> Player 2 2,2,0
"(1,4)","(1,4)",Player 1 4 -> Player 2 2 -> Player 1 1,1,0
"(1,4)","(1,4)",Player 1 4 -> Player 2 3,2,0
"(1,4)","(1,4)",Player 1 4 -> Player 2 3 -> Player 1 1,1,0
"(1,4)","(1,4)",Player 1 4 -> Player 2 4,2,0
"(1,4)","(1,4)",Player 1 4 -> Player 2 4 -> Player 1 1,1,0
"(1,4)","(2,3)",Player 1 1,419,681
"(1,4)","(2,3)",Player 1 1 -> Player 2 1,293,463
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1,207,353
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,153,240
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,112,180
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,78,126
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,62,93
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,40,60
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,10,40
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2,15,5
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2,0,21
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2,26,42
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1,14,26
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1,10,10
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2,0,12
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3,4,0
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2,35,46
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1,19,23
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1,7,14
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2,13,11
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 2 -> Player 1 1,4,8
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 3,3,0
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 3,0,8
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2,48,94
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1,29,59
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1,22,46
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1,14,26
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 1,10,10
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 1 -> Player 2 1 -> Player 1 2,0,12
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2,13,26
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1,10,14
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 2 -> Player 2 1 -> Player 1 1,4,8
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 2 -> Player 1 3,0,6
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3,4,15
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1,1,7
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 1 -> Player 2 1,0,4
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 2,0,6
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 2 -> Player 2 1,0,3
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 1 -> Player 2 3 -> Player 1 3,0,2
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 2,66,88
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1,43,50
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1,39,42
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1,19,23
"(1,4)","(2,3)",Player 1 1 -> Player 2 1 -> Player 1 2 -> Player 2 1 -> Player 1 1 -> Player 2 1 -> Player 1 1,7,14
